,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
337,234340,KR7234340008,헥토파이낸셜,KOSDAQ,우량기업부,22900,2,-200,-0.87,23100,23150,22550,8107,185045150,216473700000,9453000,KSQ
338,356860,KR7356860007,티엘비,KOSDAQ,중견기업부,43900,1,6300,16.76,41600,44750,40500,552476,23564365400,215826228500,4916315,KSQ
339,114190,KR7114190002,강원에너지,KOSDAQ,중견기업부,8200,1,580,7.61,7500,8350,7430,1823956,14691183670,214208911600,26123038,KSQ
340,052710,KR7052710001,아모텍,KOSDAQ,중견기업부,21900,2,-50,-0.23,21250,21900,21250,5636,121664450,213380591400,9743406,KSQ
341,032820,KR7032820003,우리기술,KOSDAQ,벤처기업부,1415,1,40,2.91,1340,1440,1330,4147570,5847235595,213134522160,150625104,KSQ
342,200710,KR7200710002,에이디테크놀로지,KOSDAQ,우량기업부,15900,2,-150,-0.93,15550,15950,15300,148010,2317862050,212015799300,13334327,KSQ
343,334970,KR7334970001,프레스티지바이오로직스,KOSDAQ,기술성장기업부,3440,2,-105,-2.96,3490,3490,3410,161324,555196425,210211413360,61107969,KSQ
344,288330,KR7288330004,브릿지바이오테라퓨틱스,KOSDAQ,기술성장기업부,10550,1,50,0.48,10300,11000,10250,43780,463855450,209907283750,19896425,KSQ
345,035080,KR7035080001,그래디언트,KOSDAQ,중견기업부,13500,2,-400,-2.88,13650,13750,13400,36144,488408800,209622384000,15527584,KSQ
346,124560,KR7124560004,태웅로직스,KOSDAQ,우량기업부,5450,2,-30,-0.55,5310,5480,5280,352649,1892549530,209370382800,38416584,KSQ
347,151910,KR7151910007,SBW생명과학,KOSDAQ,중견기업부,1180,2,-60,-4.84,1200,1205,1160,563072,664209010,209018259240,177134118,KSQ
348,039440,KR7039440003,에스티아이,KOSDAQ,우량기업부,13150,2,-250,-1.87,13000,13300,12900,69782,911768500,208164500000,15830000,KSQ
349,377030,KR7377030002,맥스트,KOSDAQ,기술성장기업부,10600,2,-300,-2.75,10500,10700,10450,127161,1342530000,207451349200,19570882,KSQ
350,057880,KR7057880007,피에이치씨,KOSDAQ,관리종목(소속부없음),1740,0,0,0.0,0,0,0,0,0,206724832500,118807375,KSQ
351,200670,KR7200670008,휴메딕스,KOSDAQ,우량기업부,20700,2,-300,-1.43,20900,20900,20550,4398,91076250,206403715800,9971194,KSQ
352,067280,KR7067280008,멀티캠퍼스,KOSDAQ,우량기업부,34800,2,-750,-2.11,35000,35350,34500,4241,147093600,206251909200,5926779,KSQ
353,092130,KR7092130004,이크레더블,KOSDAQ,중견기업부,17100,3,0,0.0,17200,17200,17000,2337,39940000,205945560000,12043600,KSQ
354,006910,KR7006910004,보성파워텍,KOSDAQ,중견기업부,4180,1,50,1.21,4065,4300,4045,2109443,8897778990,205362664320,49129824,KSQ
355,146320,KR7146320007,비씨엔씨,KOSDAQ,벤처기업부,16600,1,400,2.47,15900,16600,15850,47088,766642000,205307521800,12367923,KSQ
356,192440,KR7192440006,슈피겐코리아,KOSDAQ,우량기업부,33000,3,0,0.0,33000,33000,32800,731,24091200,205139979000,6216363,KSQ
357,007330,KR7007330004,푸른저축은행,KOSDAQ,우량기업부,13600,3,0,0.0,15000,15100,13550,1483588,21256216200,205126080000,15082800,KSQ
358,038880,KR7038880001,아이에이,KOSDAQ,중견기업부,694,2,-2,-0.29,695,697,688,405755,280914096,204569790100,294769150,KSQ
359,069920,KR7069920007,아이에스이커머스,KOSDAQ,중견기업부,7880,1,500,6.78,7100,7950,7100,232631,1761290140,203511732560,25826362,KSQ
360,092190,KR7092190008,서울바이오시스,KOSDAQ,우량기업부,5320,2,-130,-2.39,5370,5370,5270,22743,120826950,203349833960,38223653,KSQ
361,285490,KR7285490009,노바텍,KOSDAQ,벤처기업부,19100,2,-350,-1.8,18750,19500,18750,12510,237811800,201998372100,10575831,KSQ
362,053580,KR7053580007,웹케시,KOSDAQ,우량기업부,14650,2,-150,-1.01,14500,14800,14500,5063,74103100,201968533200,13786248,KSQ
363,366030,KR7366030005,공구우먼,KOSDAQ,중견기업부,9150,2,-110,-1.19,9280,9470,8990,858448,7942473420,201598290000,22032600,KSQ
364,086980,KR7086980000,쇼박스,KOSDAQ,중견기업부,3215,2,-100,-3.02,3275,3280,3190,290361,934490660,201381170000,62638000,KSQ
365,252990,KR7252990007,샘씨엔에스,KOSDAQ,기술성장기업부,4015,2,-25,-0.62,3995,4020,3930,23572,93473515,201367691690,50153846,KSQ
366,094820,KR7094820008,일진파워,KOSDAQ,우량기업부,13350,1,150,1.14,12950,13800,12850,442793,5937794350,201300765150,15078709,KSQ
367,012700,KR7012700001,리드코프,KOSDAQ,우량기업부,7610,2,-30,-0.39,7750,7850,7560,281534,2166073260,201255087350,26446135,KSQ
368,045390,KR7045390002,대아티아이,KOSDAQ,우량기업부,2850,2,-30,-1.04,2810,2860,2800,235809,667214945,200849124450,70473377,KSQ
369,094480,KR7094480001,갤럭시아머니트리,KOSDAQ,우량기업부,5110,2,-60,-1.16,5040,5170,5040,45975,234461220,200464472180,39229838,KSQ
370,216050,KR7216050005,인크로스,KOSDAQ,벤처기업부,15600,1,50,0.32,15250,15850,14950,46577,718487300,200354263200,12843222,KSQ
371,216080,KR7216080002,제테마,KOSDAQ,기술성장기업부,11250,2,-150,-1.32,11800,11800,11000,48789,553086950,200275413750,17802259,KSQ
372,044490,KR7044490001,태웅,KOSDAQ,중견기업부,10000,2,-50,-0.5,9850,10200,9830,26522,265695350,200073810000,20007381,KSQ
373,297090,KR7297090003,씨에스베어링,KOSDAQ,우량기업부,7410,1,80,1.09,7200,7570,7150,182947,1352461800,200070000000,27000000,KSQ
374,138610,KR7138610001,나이벡,KOSDAQ,기술성장기업부,20050,2,-100,-0.5,19750,20250,19500,9036,180198600,199647453950,9957479,KSQ
375,054950,KR7054950001,제이브이엠,KOSDAQ,우량기업부,16500,2,-650,-3.79,16950,17100,16150,90524,1501859800,199483218000,12089892,KSQ
376,100790,KR7100790005,미래에셋벤처투자,KOSDAQ,우량기업부,4110,2,-140,-3.29,4150,4170,4090,315768,1298500400,199254283710,48480361,KSQ
377,114810,KR7114810005,한솔아이원스,KOSDAQ,투자주의환기종목(소속부없음),6780,3,0,0.0,6650,6790,6480,19371,129551850,199007739720,29352174,KSQ
378,121800,KR7121800007,비덴트,KOSDAQ,벤처기업부,3595,2,-70,-1.91,3560,3640,3550,456117,1635682150,198048061080,55089864,KSQ
379,340930,KR7340930007,유일에너테크,KOSDAQ,벤처기업부,18500,1,550,3.06,17550,18950,17550,245422,4549166150,197482764000,10674744,KSQ
380,010170,KR7010170009,대한광통신,KOSDAQ,중견기업부,2675,3,0,0.0,2595,2705,2580,400235,1055102580,197258846875,73741625,KSQ
381,273640,KR7273640003,와이엠텍,KOSDAQ,벤처기업부,17900,1,650,3.77,16850,18050,16800,61688,1090490300,196291400000,10966000,KSQ
382,086890,KR7086890001,이수앱지스,KOSDAQ,기술성장기업부,5890,2,-140,-2.32,5910,5980,5850,71857,423641460,195445914520,33182668,KSQ
383,053300,KR7053300000,한국정보인증,KOSDAQ,중견기업부,4675,2,-30,-0.64,4620,4730,4615,5694,26555735,195304347425,41776331,KSQ
384,068930,KR7068930007,디지털대성,KOSDAQ,우량기업부,6530,1,10,0.15,6420,6560,6410,10805,70377990,194631475670,29805739,KSQ
385,025320,KR7025320003,시노펙스,KOSDAQ,중견기업부,2650,1,20,0.76,2580,2670,2565,586592,1536863825,194367032500,73346050,KSQ
386,067990,KR7067990002,도이치모터스,KOSDAQ,우량기업부,6080,2,-100,-1.62,6090,6130,6030,76308,464701810,193892093760,31890147,KSQ
387,088390,KR7088390000,이녹스,KOSDAQ,우량기업부,20600,2,-150,-0.72,20350,20950,20250,18550,382886600,193348386400,9385844,KSQ
388,348150,KR7348150004,고바이오랩,KOSDAQ,기술성장기업부,11300,2,-150,-1.31,11300,11500,11100,13641,153786750,192445203700,17030549,KSQ
389,065450,KR7065450009,빅텍,KOSDAQ,우량기업부,6700,1,20,0.3,7200,7340,6630,11585990,81571365620,191973760000,28652800,KSQ
390,950190,KR8344390008,미투젠,KOSDAQ,외국기업(소속부없음),14100,2,-200,-1.4,14100,14300,13750,14519,203179500,191476477200,13579892,KSQ
391,047310,KR7047310008,파워로직스,KOSDAQ,우량기업부,5550,2,-50,-0.89,5530,5630,5430,46499,257756780,191036450100,34420982,KSQ
392,391710,KR7391710001,코닉오토메이션,KOSDAQ,중견기업부,4745,2,-65,-1.35,4600,4765,4530,601514,2792003260,190811738390,40213222,KSQ
393,241840,KR7241840008,에이스토리,KOSDAQ,중견기업부,20000,2,-450,-2.2,19900,20450,19800,62937,1260101800,190799880000,9539994,KSQ
394,251970,KR7251970000,펌텍코리아,KOSDAQ,우량기업부,15350,2,-50,-0.32,15100,15400,15100,1956,29816950,190340000000,12400000,KSQ
395,036630,KR7036630002,세종텔레콤,KOSDAQ,관리종목(소속부없음),684,1,7,1.03,677,687,668,291549,198675646,190040464908,277836937,KSQ
396,019210,KR7019210004,와이지-원,KOSDAQ,중견기업부,6200,1,120,1.97,6000,6330,5980,94970,592588830,189557677800,30573819,KSQ
397,236200,KR7236200002,슈프리마,KOSDAQ,우량기업부,26300,1,1800,7.35,24500,26850,24200,135907,3536345000,189183079900,7193273,KSQ
398,300080,KR7300080009,플리토,KOSDAQ,기술성장기업부,36200,1,100,0.28,37350,37350,35500,2710,97702750,188924578200,5218911,KSQ
399,394280,KR7394280002,오픈엣지테크놀로지,KOSDAQ,기술성장기업부,9040,1,60,0.67,8730,9200,8650,383629,3457616620,188669084960,20870474,KSQ
400,035810,KR7035810001,이지홀딩스,KOSDAQ,우량기업부,2890,2,-50,-1.7,2865,2905,2820,155304,447067990,188271492050,65145845,KSQ
401,073490,KR7073490005,이노와이어리스,KOSDAQ,우량기업부,27900,2,-150,-0.53,27350,28100,27350,10797,300878400,187977477600,6737544,KSQ
402,228760,KR7228760005,지노믹트리,KOSDAQ,기술성장기업부,9010,2,-50,-0.55,9040,9040,8860,3219,28737260,186752090020,20727202,KSQ
403,291230,KR7291230001,엔피,KOSDAQ,중견기업부,4515,2,-130,-2.8,4480,4600,4470,67492,304139750,186519440415,41311061,KSQ
404,019550,KR7019550003,SBI인베스트먼트,KOSDAQ,벤처기업부,1150,3,0,0.0,1130,1170,1120,999513,1147225145,186376561250,162066575,KSQ
405,083310,KR7083310003,엘오티베큠,KOSDAQ,우량기업부,10400,1,50,0.48,10050,10550,10050,35922,373142050,185224343200,17810033,KSQ
406,094170,KR7094170008,동운아나텍,KOSDAQ,벤처기업부,10200,1,50,0.49,9950,10450,9830,160554,1631139620,184735096800,18111284,KSQ
407,036200,KR7036200004,유니셈,KOSDAQ,우량기업부,6020,2,-50,-0.82,5950,6090,5930,66226,397190210,184598622460,30664223,KSQ
408,041590,KR7041590001,플래스크,KOSDAQ,중견기업부,1480,2,-10,-0.67,1475,1490,1450,145913,214612715,184490822280,124655961,KSQ
409,083450,KR7083450007,GST,KOSDAQ,우량기업부,19750,2,-150,-0.75,19500,19950,19400,9013,176804400,184025463750,9317745,KSQ
410,270660,KR7270660004,에브리봇,KOSDAQ,벤처기업부,14950,2,-150,-0.99,14650,15100,14350,96593,1431934950,182260562900,12191342,KSQ
411,036560,KR7036560001,영풍정밀,KOSDAQ,우량기업부,11550,1,50,0.43,11150,11650,11100,108320,1232078100,181912500000,15750000,KSQ
412,082800,KR7082800004,비보존 헬스케어,KOSDAQ,관리종목(소속부없음),775,2,-6,-0.77,779,788,756,260692,201911902,181383035925,234042627,KSQ
413,018290,KR7018290007,브이티지엠피,KOSDAQ,우량기업부,5230,2,-30,-0.57,5190,5260,5190,7328,38304720,180350760390,34483893,KSQ
414,049950,KR7049950009,미래컴퍼니,KOSDAQ,벤처기업부,20950,2,-200,-0.95,20800,21100,20350,41420,857822300,179893879000,8586820,KSQ
415,382480,KR7382480002,지아이텍,KOSDAQ,벤처기업부,4560,1,50,1.11,4445,4580,4370,2719755,12184481495,179468558400,39357140,KSQ
416,067080,KR7067080002,대화제약,KOSDAQ,우량기업부,9630,2,-140,-1.43,9630,9700,9400,151871,1450863470,179278339500,18616650,KSQ
417,052260,KR7052260007,현대바이오랜드,KOSDAQ,중견기업부,11950,2,-50,-0.42,11800,12200,11700,17546,210247100,179250000000,15000000,KSQ
418,102120,KR7102120003,어보브반도체,KOSDAQ,우량기업부,10050,3,0,0.0,9880,10050,9830,51297,511278760,178696567650,17780753,KSQ
419,078350,KR7078350006,한양디지텍,KOSDAQ,우량기업부,11650,1,250,2.19,11200,11800,11050,31302,363767400,177597050300,15244382,KSQ
420,122990,KR7122990005,와이솔,KOSDAQ,우량기업부,6280,2,-60,-0.95,6290,6320,6180,30712,191893260,177013989480,28186941,KSQ
421,054450,KR7054450002,텔레칩스,KOSDAQ,벤처기업부,12750,3,0,0.0,12400,12850,12400,32433,410272450,176662865250,13855911,KSQ
422,049720,KR7049720006,고려신용정보,KOSDAQ,우량기업부,12350,1,100,0.82,12750,13000,12350,774467,9803153100,176605000000,14300000,KSQ
423,900290,HK0000307485,GRT,KOSDAQ,외국기업(소속부없음),2620,2,-10,-0.38,2565,2700,2560,25097,66001460,176522500000,67375000,KSQ
424,190510,KR7190510008,나무가,KOSDAQ,중견기업부,11600,3,0,0.0,11300,11650,11300,93128,1071473800,176277555600,15196341,KSQ
425,049180,KR7049180003,셀루메드,KOSDAQ,벤처기업부,4380,2,-60,-1.35,4285,4420,4285,82362,359152270,176181877740,40224173,KSQ
426,245620,KR7245620000,EDGC,KOSDAQ,기술성장기업부,2080,1,15,0.73,2020,2175,1990,877649,1828164755,174877936480,84075931,KSQ
427,054930,KR7054930003,유신,KOSDAQ,벤처기업부,58200,1,700,1.22,56500,61700,55900,1346313,79155839400,174600000000,3000000,KSQ
428,090360,KR7090360009,로보스타,KOSDAQ,중견기업부,17900,1,200,1.13,17600,18350,17550,48259,865934100,174525000000,9750000,KSQ
429,161580,KR7161580006,필옵틱스,KOSDAQ,중견기업부,7920,1,300,3.94,7510,7920,7420,33886,262501160,174153727440,21989107,KSQ
430,123040,KR7123040008,엠에스오토텍,KOSDAQ,중견기업부,3985,2,-10,-0.25,3980,3985,3935,13404,53255650,173936666310,43647846,KSQ
431,214180,KR7214180002,헥토이노베이션,KOSDAQ,우량기업부,13100,2,-100,-0.76,13200,13200,12900,3588,46498450,173669123500,13257185,KSQ
432,138580,KR7138580006,비즈니스온,KOSDAQ,벤처기업부,7680,2,-60,-0.78,7560,7730,7560,7306,55919330,173231331840,22556163,KSQ
433,044340,KR7044340008,위닉스,KOSDAQ,우량기업부,9670,2,-20,-0.21,9550,9680,9550,3147,30189550,172836019750,17873425,KSQ
434,376190,KR7376190005,엘비루셈,KOSDAQ,중견기업부,7010,2,-50,-0.71,7040,7040,6930,13645,95350970,172446000000,24600000,KSQ
435,259630,KR7259630002,엠플러스,KOSDAQ,벤처기업부,14000,1,400,2.94,13300,14050,13250,50400,692927300,171953628000,12282402,KSQ
436,036710,KR7036710002,심텍홀딩스,KOSDAQ,우량기업부,3555,1,65,1.86,3440,3565,3405,126632,441764250,171884765475,48350145,KSQ
437,171120,KR7171120009,라이온켐텍,KOSDAQ,중견기업부,9090,2,-20,-0.22,9050,9160,8930,33329,301458290,171742605840,18893576,KSQ
438,137950,KR7137950002,제이씨케미칼,KOSDAQ,우량기업부,7710,2,-80,-1.03,7620,7910,7600,315045,2443552740,171684845940,22267814,KSQ
439,274090,KR7274090000,켄코아에어로스페이스,KOSDAQ,기술성장기업부,14000,2,-50,-0.36,13950,14250,13750,201384,2810928200,171467072000,12247648,KSQ
440,277880,KR7277880001,티에스아이,KOSDAQ,기술성장기업부,9150,1,100,1.1,8960,9230,8760,75385,684340850,170586670800,18643352,KSQ
441,023910,KR7023910003,대한약품,KOSDAQ,우량기업부,28150,2,-50,-0.18,28200,28300,27900,10077,283906100,168900000000,6000000,KSQ
442,036190,KR7036190007,금화피에스시,KOSDAQ,우량기업부,28100,1,50,0.18,27950,28500,27700,2613,73591550,168600000000,6000000,KSQ
443,362320,KR7362320004,청담글로벌,KOSDAQ,중견기업부,8200,2,-20,-0.24,8070,8370,8070,466091,3836710220,168520578000,20551290,KSQ
444,064290,KR7064290000,인텍플러스,KOSDAQ,우량기업부,13200,2,-150,-1.12,13100,13250,12950,57238,746143150,168378698400,12755962,KSQ
445,074430,KR7074430000,아미노로직스,KOSDAQ,벤처기업부,1910,3,0,0.0,1880,1925,1870,99875,189451960,167749272040,87826844,KSQ
446,365270,KR7365270008,큐라클,KOSDAQ,기술성장기업부,12150,2,-250,-2.02,12150,12300,12000,28348,343443650,167548111200,13789968,KSQ
447,082850,KR7082850009,우리바이오,KOSDAQ,중견기업부,3490,1,20,0.58,3415,3555,3390,250821,877651315,167351007220,47951578,KSQ
448,023900,KR7023900004,풍국주정,KOSDAQ,중견기업부,13250,1,200,1.53,13400,13400,13000,121102,1603455800,166950000000,12600000,KSQ
449,253840,KR7253840003,수젠텍,KOSDAQ,기술성장기업부,10250,2,-300,-2.84,10150,10400,10150,114072,1166928750,166447792250,16238809,KSQ
450,138080,KR7138080007,오이솔루션,KOSDAQ,우량기업부,15650,2,-300,-1.88,15750,15800,15500,13460,210291800,166267086750,10624095,KSQ
451,065680,KR7065680001,우주일렉트로,KOSDAQ,우량기업부,16700,2,-150,-0.89,16250,17050,16250,11928,198645250,165901474000,9934220,KSQ
452,136540,KR7136540002,윈스,KOSDAQ,우량기업부,11950,2,-50,-0.42,11700,11950,11650,12832,151118300,165676735900,13864162,KSQ
453,258830,KR7258830009,세종메디칼,KOSDAQ,벤처기업부,3315,2,-130,-3.77,3395,3395,3300,498470,1664250240,165047965875,49788225,KSQ
454,037440,KR7037440005,희림,KOSDAQ,우량기업부,11850,1,2480,26.47,9200,12050,9190,12289343,136495417020,164981328750,13922475,KSQ
455,035290,KR7035290006,골드앤에스,KOSDAQ,중견기업부,4550,2,-20,-0.44,4570,4570,4450,52045,235255865,164818790500,36223910,KSQ
456,060590,KR7060590007,씨티씨바이오,KOSDAQ,중견기업부,6810,1,20,0.29,6790,6880,6750,19621,133586010,164672746200,24181020,KSQ
457,079810,KR7079810008,디이엔티,KOSDAQ,중견기업부,10650,1,730,7.36,9650,10650,9600,587674,6084851840,164089257300,15407442,KSQ
458,214260,KR7214260002,라파스,KOSDAQ,기술성장기업부,18950,2,-150,-0.79,18750,19000,18500,14067,264968700,163300033200,8617416,KSQ
459,057680,KR7057680001,티사이언티픽,KOSDAQ,중견기업부,2930,2,-40,-1.35,2905,2965,2885,111706,325632605,162463973150,55448455,KSQ
460,087010,KR7087010005,펩트론,KOSDAQ,기술성장기업부,7870,2,-120,-1.5,7820,7980,7810,8516,67191530,162333333110,20626853,KSQ
461,006620,KR7006620009,동구바이오제약,KOSDAQ,우량기업부,5680,2,-110,-1.9,5730,5730,5600,32619,184326610,161681154560,28464992,KSQ
462,119830,KR7119830008,아이텍,KOSDAQ,중견기업부,8260,1,200,2.48,7920,8350,7890,109604,895203630,160768782580,19463533,KSQ
463,045970,KR7045970001,코아시아,KOSDAQ,중견기업부,6100,2,-120,-1.93,6100,6200,6030,78628,481179430,160520743600,26314876,KSQ
464,063570,KR7063570006,한국전자금융,KOSDAQ,우량기업부,4700,2,-5,-0.11,4625,4750,4620,16697,78214400,160494321600,34147728,KSQ
465,038390,KR7038390001,레드캡투어,KOSDAQ,우량기업부,18600,2,-50,-0.27,18500,18650,18350,3857,71220250,159764328000,8589480,KSQ
466,023600,KR7023600000,삼보판지,KOSDAQ,우량기업부,9880,2,-70,-0.7,9900,9900,9710,5536,54246090,159759600000,16170000,KSQ
467,000440,KR7000440008,중앙에너비스,KOSDAQ,우량기업부,25550,2,-850,-3.22,25400,26300,24900,444494,11415123200,159103171500,6227130,KSQ
468,378800,KR7378800007,샤페론,KOSDAQ,기술성장기업부,7140,2,-340,-4.55,7270,7290,7100,804377,5769974280,158734916340,22231781,KSQ
469,115960,KR7115960007,연우,KOSDAQ,우량기업부,12800,2,-150,-1.16,12850,12850,12550,4557,57909650,158694400000,12398000,KSQ
470,228850,KR7228850004,레이언스,KOSDAQ,우량기업부,9560,2,-60,-0.62,9550,9570,9400,7111,67497280,158610093840,16591014,KSQ
471,092070,KR7092070002,디엔에프,KOSDAQ,우량기업부,13700,1,550,4.18,12950,13850,12700,53633,725282900,158534454600,11571858,KSQ
472,388050,KR7388050007,지투파워,KOSDAQ,중견기업부,8700,1,310,3.69,8200,9300,8170,8987793,80669226150,158492693700,18217551,KSQ
473,033100,KR7033100009,제룡전기,KOSDAQ,벤처기업부,9850,1,130,1.34,9600,9910,9490,231224,2253164020,158214728650,16062409,KSQ
474,093190,KR7093190007,빅솔론,KOSDAQ,우량기업부,8210,1,280,3.53,7850,8240,7700,28309,225431340,157951410050,19238905,KSQ
475,311690,KR7311690002,CJ 바이오사이언스,KOSDAQ,기술성장기업부,26850,1,200,0.75,26400,27350,26200,3752,100926950,157842343200,5878672,KSQ
476,251120,KR7251120002,바이오에프디엔씨,KOSDAQ,기술성장기업부,18150,1,250,1.4,17700,18650,17600,17579,319636600,157826955000,8695700,KSQ
477,160550,KR7160550000,NEW,KOSDAQ,중견기업부,5640,2,-60,-1.05,5530,5780,5500,113613,641583710,157390437840,27906106,KSQ
478,115160,KR7115160004,휴맥스,KOSDAQ,중견기업부,3575,2,-25,-0.69,3615,3715,3545,636474,2327611155,157090465675,43941389,KSQ
479,264450,KR7264450008,유비쿼스,KOSDAQ,우량기업부,15300,2,-200,-1.29,15150,15300,14950,3615,54654200,156759301800,10245706,KSQ
480,052420,KR7052420007,오성첨단소재,KOSDAQ,중견기업부,2170,2,-60,-2.69,2245,2245,2155,551521,1205844635,156604004480,72167744,KSQ
481,306040,KR7306040007,에스제이그룹,KOSDAQ,우량기업부,15850,2,-250,-1.55,15750,16050,15700,13330,211201550,156373373800,9865828,KSQ
482,056080,KR7056080005,유진로봇,KOSDAQ,중견기업부,4155,2,-30,-0.72,4150,4175,4045,73413,302811125,155862991560,37512152,KSQ
483,043090,KR7043090000,엑서지21,KOSDAQ,중견기업부,3535,2,-70,-1.94,3600,3665,3430,232186,820407990,155509220755,43991293,KSQ
484,357230,KR7357230002,에이치피오,KOSDAQ,벤처기업부,7790,1,30,0.39,7650,7810,7540,35072,269660550,155318266400,19938160,KSQ
485,138360,KR7138360003,협진,KOSDAQ,관리종목(소속부없음),4480,0,0,0.0,0,0,0,0,0,155061688320,34611984,KSQ
486,041440,KR7041440009,현대에버다임,KOSDAQ,중견기업부,8650,1,390,4.72,8070,8750,8030,1423178,12146930090,154972915600,17915944,KSQ
487,306620,KR7306620006,네온테크,KOSDAQ,벤처기업부,3715,1,115,3.19,3465,3760,3450,1202710,4409211090,154873175005,41688607,KSQ
488,061250,KR7061250007,화일약품,KOSDAQ,중견기업부,2275,2,-15,-0.66,2245,2325,2225,719762,1638392735,154818313650,68052006,KSQ
489,036120,KR7036120004,SCI평가정보,KOSDAQ,중견기업부,4350,1,45,1.05,4690,4840,4325,11851230,55209779645,154425000000,35500000,KSQ
490,067290,KR7067290007,JW신약,KOSDAQ,중견기업부,3345,2,-50,-1.47,3335,3375,3315,70716,236274020,154296276765,46127437,KSQ
491,050110,KR7050110006,캠시스,KOSDAQ,중견기업부,2090,2,-5,-0.24,2040,2095,2015,868546,1791957795,154292406620,73824118,KSQ
492,040910,KR7040910002,아이씨디,KOSDAQ,우량기업부,8530,2,-140,-1.61,8600,8600,8410,5164,43978290,154097972890,18065413,KSQ
493,263720,KR7263720005,디앤씨미디어,KOSDAQ,중견기업부,12550,2,-250,-1.95,12500,12650,12300,8088,100953800,154052643050,12275111,KSQ
494,244460,KR7244460002,올리패스,KOSDAQ,기술성장기업부,5420,2,-70,-1.28,5400,5440,5270,99761,534519400,153881415100,28391405,KSQ
495,361390,KR7361390008,제노코,KOSDAQ,기술성장기업부,20500,1,50,0.24,20100,20650,19700,41556,842596900,153766174500,7500789,KSQ
496,405100,KR7405100009,큐알티,KOSDAQ,벤처기업부,38550,1,200,0.52,37500,39950,36950,316840,12243328400,153604633800,3984556,KSQ
497,122350,KR7122350002,삼기,KOSDAQ,중견기업부,4005,2,-70,-1.72,3915,4045,3885,1002611,3983896820,153549409140,38339428,KSQ
498,288620,KR7288620008,에스퓨얼셀,KOSDAQ,벤처기업부,22300,1,2300,11.5,19900,23900,19600,1636535,37202393500,153297246800,6874316,KSQ
499,183490,KR7183490002,엔지켐생명과학,KOSDAQ,기술성장기업부,1815,2,-45,-2.42,1800,1855,1785,466571,849646100,152982861570,84288078,KSQ
500,036010,KR7036010007,아비코전자,KOSDAQ,중견기업부,11500,1,500,4.55,11300,11700,11150,524356,5999658700,152868741000,13292934,KSQ
501,109740,KR7109740001,디에스케이,KOSDAQ,벤처기업부,5650,2,-70,-1.22,5720,5740,5630,16780,95230360,152690741500,27024910,KSQ
502,064820,KR7064820004,케이프,KOSDAQ,중견기업부,4940,1,50,1.02,4840,5010,4795,59058,291846055,152654536320,30901728,KSQ
503,067900,KR7067900001,와이엔텍,KOSDAQ,우량기업부,8370,2,-100,-1.18,8310,8390,8200,22377,186360300,152331145830,18199659,KSQ
504,220100,KR7220100002,퓨쳐켐,KOSDAQ,기술성장기업부,8920,1,120,1.36,8710,8930,8650,61716,545191210,151657581320,17001971,KSQ
505,053050,KR7053050001,지에스이,KOSDAQ,우량기업부,5050,2,-80,-1.56,5230,5250,5030,1397171,7190261450,151437364850,29987597,KSQ
506,370090,KR7370090003,퓨런티어,KOSDAQ,기술성장기업부,19000,2,-400,-2.06,18900,19400,18700,45974,870122850,151353620000,7965980,KSQ
507,048910,KR7048910004,대원미디어,KOSDAQ,우량기업부,12000,2,-150,-1.23,11800,12100,11750,18040,214685150,150947352000,12578946,KSQ
508,308080,KR7308080001,바이젠셀,KOSDAQ,기술성장기업부,7940,2,-190,-2.34,7970,7970,7730,165093,1299185340,150908116400,19006060,KSQ
509,094360,KR7094360005,칩스앤미디어,KOSDAQ,벤처기업부,15650,2,-250,-1.57,15500,15900,15450,39689,621321800,150870929750,9640315,KSQ
510,065560,KR7065560005,녹원씨엔아이,KOSDAQ,관리종목(소속부없음),5770,0,0,0.0,0,0,0,0,0,150366921250,26060125,KSQ
511,026150,KR7026150003,특수건설,KOSDAQ,중견기업부,8540,1,100,1.18,8240,8590,8170,92776,783824690,149845666740,17546331,KSQ
512,060570,KR7060570009,드림어스컴퍼니,KOSDAQ,중견기업부,2630,2,-35,-1.31,2635,2655,2595,6110,16107675,149541397610,56859847,KSQ
513,109610,KR7109610006,에스와이,KOSDAQ,중견기업부,3055,2,-50,-1.61,3030,3115,3005,361717,1104181290,149412107000,48907400,KSQ
514,042370,KR7042370007,비츠로테크,KOSDAQ,우량기업부,5690,2,-40,-0.7,5680,5740,5600,17011,96244400,149078142250,26200025,KSQ
515,031980,KR7031980006,피에스케이홀딩스,KOSDAQ,벤처기업부,6900,2,-100,-1.43,6820,6900,6820,5184,35668080,148780525500,21562395,KSQ
516,051160,KR7051160000,지어소프트,KOSDAQ,우량기업부,9610,2,-90,-0.93,9420,9680,9410,28840,275942920,148709272300,15474430,KSQ
517,166480,KR7166480004,코아스템,KOSDAQ,기술성장기업부,9300,2,-40,-0.43,9120,9330,9120,14620,135047940,148168836900,15932133,KSQ
518,376180,KR7376180006,피코그램,KOSDAQ,벤처기업부,47300,1,100,0.21,45900,47950,45300,158549,7455793150,148147525900,3132083,KSQ
519,144960,KR7144960002,뉴파워프라즈마,KOSDAQ,투자주의환기종목(소속부없음),3390,2,-35,-1.02,3400,3400,3330,23176,77778735,148117995360,43692624,KSQ
